Модель,PartNumber/Артикул Производителя,Ситилинк - Полное Наименование,Бренд,Группа товаров,Ссылка на сайт поставщика/вендора,Код Товара
50NANO766PA.ADGG,50NANO766PA.ADGG,"50"" Телевизор LG 50NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50nano766pa,1790061
50UP76006LC.ADGG,50UP76006LC.ADGG,"50"" Телевизор LG 50UP76006LC.ADGG, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50up76006lc,1790062
50UP77006LB.ADGG,50UP77006LB.ADGG,"50"" Телевизор LG 50UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50up77006lb,1790063
50UP81006LA.ADGG,50UP81006LA.ADGG,"50"" Телевизор LG 50UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-50up81006la,1790065
55NANO766PA.ADGG,55NANO766PA.ADGG,"55"" Телевизор LG 55NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55nano766pa,1790066
55NANO806PA.ADGG,55NANO806PA.ADGG,"55"" Телевизор LG 55NANO806PA.ADGG, NanoCell, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-50nano806pa,1790068
55NANO866PA.ADGG,55NANO866PA.ADGG,"55"" Телевизор LG 55NANO866PA.ADGG, NanoCell, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55nano866pa,1790069
55UP76006LC.ADGG,55UP76006LC.ADGG,"55"" Телевизор LG 55UP76006LC.ADGG, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55up76006lc#,1790070
55UP77006LB.ADGG,55UP77006LB.ADGG,"55"" Телевизор LG 55UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55up77006lb,1790071
55UP81006LA.ADGG,55UP81006LA.ADGG,"55"" Телевизор LG 55UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55up81006la#none,1790074
65NANO766PA.ADKG,65NANO766PA.ADKG,"65"" Телевизор LG 65NANO766PA.ADKG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65nano766pa,1790079
65NANO806PA.ADGG,65NANO806PA.ADGG,"65"" Телевизор LG 65NANO806PA.ADGG, NanoCell, 4K Ultra HD, черный, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-65nano806pa#,1790080
65NANO866PA.ADGG,65NANO866PA.ADGG,"65"" Телевизор LG 65NANO866PA.ADGG, NanoCell, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65nano866pa,1790104
65NANO966PA.ADGG,65NANO966PA.ADGG,"65"" Телевизор LG 65NANO966PA.ADGG, NanoCell, 8K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75nano966pa,1790105
65UP77006LB.ADGG,65UP77006LB.ADGG,"65"" Телевизор LG 65UP77006LB.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65up77006lb,1790118
65UP81006LA.ADGG,65UP81006LA.ADGG,"65"" Телевизор LG 65UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-65up81006la,1790119
75NANO766PA.ADGG,75NANO766PA.ADGG,"75"" Телевизор LG 75NANO766PA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75nano766pa#none,1790277
75NANO966PA.ADGG,75NANO966PA.ADGG,"75"" Телевизор LG 75NANO966PA.ADGG, NanoCell, 8K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75nano966pa,1790280
75UP81006LA.ADGG,75UP81006LA.ADGG,"75"" Телевизор LG 75UP81006LA.ADGG, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-75up81006la,1790283
OLED55A1RLA.ADGG,OLED55A1RLA.ADGG,"55"" Телевизор LG OLED55A1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled55a1rla#,1790287
OLED55C1RLA.ADGG,OLED55C1RLA.ADGG,"55"" Телевизор LG OLED55C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled55c1rla,1790289
OLED65C1RLA.ADGG,OLED65C1RLA.ADGG,"65"" Телевизор LG OLED65C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled65c1rla#,1790290
OLED65G1RLA.ADGG,OLED65G1RLA.ADGG,"65"" Телевизор LG OLED65G1RLA.ADGG, OLED, 4K Ultra HD, серебристый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled65g1rla,1790292
OLED77C1RLA.ADGG,OLED77C1RLA.ADGG,"78"" Телевизор LG OLED77C1RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled77c1rla#,1790293
55UQ81009LC.ADKB,55UQ81009LC.ADKB,"55"" Телевизор LG 55UQ81009LC.ADKB, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55uq81009lc,1793177
40GGF6900B,DRG000,"40"" Телевизор GRUNDIG 40GGF6900B, FULL HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1439/40ggf6900b?lang=product,1793579
43GGF6900B,DRH000,"43"" Телевизор GRUNDIG 43GGF6900B, FULL HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1440/43ggf6900b?lang=product,1793580
50GFU7800B,UTU000,"50"" Телевизор GRUNDIG 50GFU7800B, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1442/50gfu7800b?lang=product,1793582
55GFU7800B,UZY000,"55"" Телевизор GRUNDIG 55GFU7800B, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1443/55gfu7800b?lang=product,1793583
50GGU7900B,DHF000,"50"" Телевизор GRUNDIG 50GGU7900B, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1444/50ggu7900b?lang=product,1793584
55GGU7900B,DHH000,"55"" Телевизор GRUNDIG 55GGU7900B, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1445/55ggu7900b?lang=product,1793585
55GGU8960,DCU000,"55"" Телевизор GRUNDIG 55GGU8960, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1453/55ggu8960?lang=product,1793587
65GGU8960,DCV000,"65"" Телевизор GRUNDIG 65GGU8960, 4K Ultra HD, черный, СМАРТ ТВ, Android",GRUNDIG,Телевизоры и плазменные панели,https://grundig.ru/product/1454/65ggu8960?lang=product,1793588
55U7HQ,55U7HQ,"55"" Телевизор Hisense 55U7HQ, QLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",HISENSE,Телевизоры и плазменные панели,https://ru.hisense.com/tvs/HisenseU7HQ55/,1795679
55A85H,55A85H,"55"" Телевизор Hisense 55A85H, OLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",HISENSE,Телевизоры и плазменные панели,https://ru.hisense.com/tvs/HisenseA85H55/,1795685
QE65Q60AAUXCE,QE65Q60AAUXCE,"65"" Телевизор Samsung QE65Q60AAUXCE, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/qled-tv/q60a-65-inch-qled-4k-smart-tv-qe65q60aauxru/,1795927
TF-LED24S18T2,TF-LED24S18T2(ЧЕРНЫЙ)\H,"23.6"" Телевизор Telefunken TF-LED24S18T2, HD, черный",TELEFUNKEN,Телевизоры и плазменные панели,https://telefunken-electronics.ru/product/led-tv/led_23_6/index.php?ELEMENT_ID=23812,1796582
TF-LED40S85T2S,TF-LED40S85T2S(ЧЕРНЫЙ)\Y,"40"" Телевизор Telefunken TF-LED40S85T2S, FULL HD, черный, СМАРТ ТВ, Android",TELEFUNKEN,Телевизоры и плазменные панели,https://telefunken-electronics.ru/product/search.php?ELEMENT_ID=27948&sphrase_id=295069,1796593
55LEX-8287/UTS2C,55LEX-8287/UTS2C (B),"55"" Телевизор BBK 55LEX-8287/UTS2C, 4K Ultra HD, черный, СМАРТ ТВ, YaOS",BBK,Телевизоры и плазменные панели,http://www.bbk.ru/production/tv_video/led_tv/55lex-8287_uts2c/,1800126
65U7HQ,65U7HQ,"65"" Телевизор Hisense 65U7HQ, QLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",HISENSE,Телевизоры и плазменные панели,https://ru.hisense.com/tvs/HisenseU7HQ65/,1800543
T24RTE1280,T24RTE1280,"24"" Телевизор Thomson T24RTE1280, HD, черный",THOMSON,Телевизоры и плазменные панели,https://tvthomson.ru/product/t24rte1280/,1825115
43LEX-7243/FTS2C,43LEX-7243/FTS2C (B),"43"" Телевизор BBK 43LEX-7243/FTS2C, FULL HD, черный, СМАРТ ТВ, YaOS",BBK,Телевизоры и плазменные панели,http://www.bbk.ru/production/tv_video/led_tv/43lex-7243_fts2c/,1826998
32LEM-1072/TS2C,32LEM-1072/TS2C (B),"32"" Телевизор BBK 32LEM-1072/TS2C, HD, черный",BBK,Телевизоры и плазменные панели,http://www.bbk.ru/production/tv_video/led_tv/32lem-1072_ts2c/,1827075
32S525,32S525,"32"" Телевизор TCL 32S525, HD, черный, СМАРТ ТВ, Android",TCL,Телевизоры и плазменные панели,https://www.tcl.com/ru/ru/tvs/s525,1827479
STV-LC32ST0155Wsb,STV-LC32ST0155WSB,"32"" Телевизор Supra STV-LC32ST0155Wsb, HD, черный, СМАРТ ТВ, Салют ТВ",SUPRA,Телевизоры и плазменные панели,https://yandex.ru/search/?text=STV-LC32ST0155Wsb&lr=213,1828998
65A85H,65A85H,"65"" Телевизор Hisense 65A85H, OLED, 4K Ultra HD, черный, СМАРТ ТВ, VIDAA",HISENSE,Телевизоры и плазменные панели,https://ru.hisense.com/tvs/HisenseA85H65/,1829688
43NANO769QA.ARU,43NANO769QA.ARU,"43"" Телевизор LG 43NANO769QA.ARU, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43nano769qa,1831736
QE55Q60ABUXCE,QE55Q60ABUXCE,"55"" Телевизор Samsung QE55Q60ABUXCE, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/qled-tv/q60ab-55-inch-qled-4k-smart-tv-qe55q60abuxru/,1833505
43UQ76003LD.ADKG,43UQ76003LD.ADKG,"43"" Телевизор LG 43UQ76003LD.ADKG, 4K Ultra HD, темный металлик, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43uq76003ld,1833508
43UQ80006LB.ADKG,43UQ80006LB.ADKG,"43"" Телевизор LG 43UQ80006LB.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43uq80006lb,1833513
50UQ80006LB.ADKG,50UQ80006LB.ADKG,"50"" Телевизор LG 50UQ80006LB.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50uq80006lb,1833518
65UQ81009LC.ADKG,65UQ81009LC.ADKG,"65"" Телевизор LG 65UQ81009LC.ADKG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65uq81009lc,1833522
OLED42C2RLB.ADKG,OLED42C2RLB.ADKG,"42"" Телевизор LG OLED42C2RLB.ADKG, OLED evo, 4K Ultra HD, холодный беж, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled42c2rlb,1833540
OLED55C2RLA.ADKG,OLED55C2RLA.ADKG,"55"" Телевизор LG OLED55C2RLA.ADKG, OLED, 4K Ultra HD, темный титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled55c2rla,1833545
OLED65A2RLA.ADKG,OLED65A2RLA.ADKG,"65"" Телевизор LG OLED65A2RLA.ADKG, OLED, 4K Ultra HD, черный графит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled65a2rla,1833550
65UQ76003LD.ADKG,65UQ76003LD.ADKG,"65"" Телевизор LG 65UQ76003LD.ADKG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65uq76003ld,1833651
65QNED876QB.ADKG,65QNED876QB.ADKG,"65"" Телевизор LG 65QNED876QB.ADKG, NanoCell, 4K Ultra HD, ледяное серебро, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65qned876qb,1833653
75UQ81009LC.ADKG,75UQ81009LC.ADKG,"75"" Телевизор LG 75UQ81009LC.ADKG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75uq81009lc,1833654
75UQ91009LD.ADKG,75UQ91009LD.ADKG,"75"" Телевизор LG 75UQ91009LD.ADKG, 4K Ultra HD, титановый серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75uq91009ld,1833655
75QNED876QB.ADKG,75QNED876QB.ADKG,"75"" Телевизор LG 75QNED876QB.ADKG, NanoCell, 4K Ultra HD, ледяное серебро, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75qned876qb,1833657
86QNED816QA.ADKG,86QNED816QA.ADKG,"86"" Телевизор LG 86QNED816QA.ADKG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-86qned816qa,1833659
OLED55A2RLA.ADKG,OLED55A2RLA.ADKG,"55"" Телевизор LG OLED55A2RLA.ADKG, OLED, 4K Ultra HD, черный графит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled55a2rla,1833660
OLED77G2RLA.ADKG,OLED77G2RLA.ADKG,"77"" Телевизор LG OLED77G2RLA.ADKG, OLED, 4K Ultra HD, атласное серебро, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled77g2rla,1833662
UE32T5300AUXRU,UE32T5300AUXRU,"32"" Телевизор Samsung UE32T5300AUXRU, FULL HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/full-hd-tv/t5300-32-inch-full-hd-smart-tv-ue32t5300auxru/,1833854
UE43AU7002UXRU,UE43AU7002UXRU,"43"" Телевизор Samsung UE43AU7002UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7002-43-inch-uhd-4k-smart-tv-ue43au7002uxru/,1833858
UE50AU7002UXRU,UE50AU7002UXRU,"50"" Телевизор Samsung UE50AU7002UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7002-50-inch-uhd-4k-smart-tv-ue50au7002uxru/,1833864
UE50AU7100UXRU,UE50AU7100UXRU,"50"" Телевизор Samsung UE50AU7100UXRU, 4K Ultra HD, титан, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-50-inch-ue50au7100uxru/,1833866
UE50AU8000UXRU,UE50AU8000UXRU,"50"" Телевизор Samsung UE50AU8000UXRU, Crystal UHD, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,ps://www.samsung.com/ru/tvs/uhd-4k-tv/au8000-crystal-uhd-4k-smart-tv-2021-50-inch-ue50au8000uxru/,1833869
UE50AU9010UXRU,UE50AU9010UXRU,"50"" Телевизор Samsung UE50AU9010UXRU, Crystal UHD, 4K Ultra HD, белый, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au9010-crystal-uhd-4k-smart-tv-2021-50-inch-ue50au9010uxru/,1833870
QE43QN90AAUXRU,QE43QN90AAUXRU,"43"" Телевизор Samsung QE43QN90AAUXRU, Neo QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,"https://www.samsung.com/ru/tvs/qled-tv/qn90a-43-inch-neo-qled-4k-smart-tv-qe43qn90aauxru/_x000D_
",1833872
QE65QN90AAUXRU,QE65QN90AAUXRU,"65"" Телевизор Samsung QE65QN90AAUXRU, Neo QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/qled-tv/qn90a-65-inch-neo-qled-4k-smart-tv-qe65qn90aauxru/,1833881
QE75QN700AUXRU,QE75QN700AUXRU,"75"" Телевизор Samsung QE75QN700AUXRU, QLED, 8K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,"https://www.samsung.com/ru/tvs/qled-tv/qn700a-75-inch-neo-qled-8k-smart-tv-qe75qn700auxru/_x000D_
",1833887
QE50Q80AAUXRU,QE50Q80AAUXRU,"50"" Телевизор Samsung QE50Q80AAUXRU, QLED, 4K Ultra HD, черненое серебро, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/qled-tv/q80a-50-inch-qled-4k-smart-tv-qe50q80aauxru/,1833961
QE50Q60ABUXRU,QE50Q60ABUXRU,"50"" Телевизор Samsung QE50Q60ABUXRU, QLED, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/qled-tv/q60ab-50-inch-qled-4k-smart-tv-qe50q60abuxru/,1833963
UE43T5202AUXRU,UE43T5202AUXRU,"43"" Телевизор Samsung UE43T5202AUXRU, FULL HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/full-hd-tv/t5200-43-inch-full-hd-smart-tv-ue43t5202auxru/,1834043
UE43AU7100UXRU,UE43AU7100UXRU,"43"" Телевизор Samsung UE43AU7100UXRU, 4K Ultra HD, титан, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-43-inch-ue43au7100uxru/,1834047
UE43AU7500UXRU,UE43AU7500UXRU,"43"" Телевизор Samsung UE43AU7500UXRU, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-43-inch-ue43au7500uxru/,1834049
UE50AU7500UXRU,UE50AU7500UXRU,"50"" Телевизор Samsung UE50AU7500UXRU, 4K Ultra HD, черный, СМАРТ ТВ, Tizen OS",SAMSUNG,Телевизоры и плазменные панели,https://www.samsung.com/ru/tvs/uhd-4k-tv/au7000-uhd-4k-smart-tv-2021-50-inch-ue50au7500uxru/,1834053
43UQ76003LD.ADGG,43UQ76003LD.ADGG,"43"" Телевизор LG 43UQ76003LD.ADGG, 4K Ultra HD, темный металлик, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43uq76003ld,1834944
43UQ80006LB.ADGG,43UQ80006LB.ADGG,"43"" Телевизор LG 43UQ80006LB.ADGG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43uq80006lb,1834950
43UQ81009LC.ADGG,43UQ81009LC.ADGG,"43"" Телевизор LG 43UQ81009LC.ADGG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-43uq81009lc#,1834951
50NANO769QA.ADGG,50NANO769QA.ADGG,"50"" Телевизор LG 50NANO769QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50nano769qa,1834957
50NANO806QA.ADGG,50NANO806QA.ADGG,"50"" Телевизор LG 50NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-50nano806qa,1834958
55NANO769QA.ADGG,55NANO769QA.ADGG,"55"" Телевизор LG 55NANO769QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55nano769qa,1834967
55NANO806QA.ADGG,55NANO806QA.ADGG,"55"" Телевизор LG 55NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55nano806qa,1834968
55QNED816QA.ADGG,55QNED816QA.ADGG,"55"" Телевизор LG 55QNED816QA.ADGG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55qned816qa,1834970
55UQ80006LB.ADGG,55UQ80006LB.ADGG,"55"" Телевизор LG 55UQ80006LB.ADGG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55uq80006lb,1834977
55UQ81009LC.ADGG,55UQ81009LC.ADGG,"55"" Телевизор LG 55UQ81009LC.ADGG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-55uq81009lc,1834979
65NANO769QA.ADKG,65NANO769QA.ADKG,"65"" Телевизор LG 65NANO769QA.ADKG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65nano769qa,1834984
65NANO806QA.ADGG,65NANO806QA.ADGG,"65"" Телевизор LG 65NANO806QA.ADGG, NanoCell, 4K Ultra HD, синяя сажа, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65nano806qa,1834986
65QNED816QA.ADGG,65QNED816QA.ADGG,"65"" Телевизор LG 65QNED816QA.ADGG, NanoCell, 4K Ultra HD, титановый метеорит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65qned816qa,1834991
65UQ80006LB.ADGG,65UQ80006LB.ADGG,"65"" Телевизор LG 65UQ80006LB.ADGG, 4K Ultra HD, металлический серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65uq80006lb,1834997
65UQ81009LC.ADKG,65UQ81009LC.ADKG,"65"" Телевизор LG 65UQ81009LC.ADKG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-65uq81009lc,1834999
75UQ81009LC.ADGG,75UQ81009LC.ADGG,"75"" Телевизор LG 75UQ81009LC.ADGG, 4K Ultra HD, темная медь, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-75uq81009lc,1835014
86UQ90006LD.ADGG,86UQ90006LD.ADGG,"86"" Телевизор LG 86UQ90006LD.ADGG, 4K Ultra HD, титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-86uq90006ld,1835021
OLED55A2RLA.ADGG,OLED55A2RLA.ADGG,"55"" Телевизор LG OLED55A2RLA.ADGG, OLED, 4K Ultra HD, черный графит, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled55a2rla,1835026
OLED65C2RLA.ADGG,OLED65C2RLA.ADGG,"65"" Телевизор LG OLED65C2RLA.ADGG, OLED, 4K Ultra HD, темно-серый, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/uk/tvs/lg-oled65c24la,1835040
OLED65G2RLA.ADGG,OLED65G2RLA.ADGG,"65"" Телевизор LG OLED65G2RLA.ADGG, OLED, 4K Ultra HD, атласное серебро, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled65g2rla,1835044
OLED77C2RLA.ADGG,OLED77C2RLA.ADGG,"77"" Телевизор LG OLED77C2RLA.ADGG, OLED, 4K Ultra HD, темный титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled77c2rla,1835046
OLED83C2RLA.ADKG,OLED83C2RLA.ADKG,"83"" Телевизор LG OLED83C2RLA.ADKG, OLED, 4K Ultra HD, темный титан, СМАРТ ТВ, WebOS",LG,Телевизоры и плазменные панели,https://www.lg.com/ru/televisions/lg-oled83c2rla,1835049
